Flight ID,Departure date,Intl/Dome,Flight NO.,Departure airport,Arrival airport,Departure Time,Arrival Time,Airplane ID,Airplane Model,Air fares,Peak-season fares ,Off-season rates
724,42863,Dome,143,30,50,42863.48958,42863.59722,68,2,1032,1679,873
725,42860,Dome,150,25,49,42860.83681,42860.96875,29,3,1055,1956,785
726,42860,Dome,147,25,50,42860.27778,42860.40278,74,2,1279,2380,908
727,42861,Dome,147,25,50,42861.27778,42861.40278,98,2,1329,2160,1146
728,42862,Dome,147,25,50,42862.27778,42862.40278,33,1,1392,2181,1207
729,42863,Dome,147,25,50,42863.27778,42863.40278,114,2,1031,1484,763
730,42862,Dome,151,50,25,42862.60417,42862.71875,28,3,1384,1460,1024
731,42861,Dome,143,30,50,42861.48958,42861.59722,71,2,702,1018,553
732,42861,Dome,151,50,25,42861.60417,42861.71875,98,2,811,1588,661
733,42863,Dome,151,50,25,42863.60417,42863.71875,17,2,993,1732,873
734,42861,Dome,144,50,25,42861.41667,42861.53472,2,5,1248,2126,1232
735,42862,Dome,144,50,25,42862.41667,42862.53472,27,3,719,737,648
736,42860,Dome,151,50,25,42860.60417,42860.71875,2,5,1453,1959,1149
737,42862,Dome,148,49,25,42862.70833,42862.83681,3,5,1150,2187,888
738,42863,Dome,148,49,25,42863.70833,42863.83681,20,4,705,1024,494
739,42863,Dome,152,25,50,42863.78819,42863.90625,2,5,1106,2073,887
740,42860,Dome,144,50,25,42860.41667,42860.53472,89,2,1165,1302,857
741,42863,Dome,144,50,25,42863.41667,42863.53472,27,3,600,607,451
742,42861,Dome,148,49,25,42861.70833,42861.83681,28,3,821,1429,617
743,42862,Dome,152,25,50,42862.78819,42862.90625,26,3,1296,2511,1176
744,42860,Dome,148,49,25,42860.70833,42860.83681,27,3,1925,3032,1741
745,42862,Dome,145,25,50,42862.57639,42862.69444,27,3,838,1028,784
746,42861,Dome,152,25,50,42861.78819,42861.90625,98,2,1693,2595,1293
747,42860,Dome,152,25,50,42860.78819,42860.90625,2,5,1208,1997,1076
748,42863,Dome,145,25,50,42863.57639,42863.69444,27,3,913,1033,652
749,42860,Intl,149,61,11,42860.35417,42860.45833,96,2,1494,1919,1304
750,42863,Intl,149,61,11,42863.35417,42863.45833,87,2,1671,2703,1517
751,42860,Dome,145,25,50,42860.57639,42860.69444,89,2,1521,2748,1422
752,42862,Dome,150,25,49,42862.83681,42862.96875,2,5,1138,1216,1008
753,42861,Dome,145,25,50,42861.57639,42861.69444,2,5,1522,1959,1496
754,42863,Dome,150,25,49,42863.83681,42863.96875,26,3,1740,3127,1646
755,42861,Dome,163,26,32,42861.55903,42861.65625,47,2,931,1646,885
756,42861,Dome,163,32,50,42861.69444,42861.75347,47,2,582,1059,426
757,42860,Intl,169,11,49,42860.88889,42860.98264,90,2,1547,2212,1149
758,42863,Intl,169,11,49,42863.88889,42863.98264,90,2,1560,1584,1261
759,42860,Dome,162,50,32,42860.32639,42860.38542,141,2,637,828,513
760,42862,Dome,162,50,32,42862.32639,42862.38542,134,2,831,1011,627
761,42863,Dome,162,50,32,42863.32639,42863.38542,136,2,456,520,381
762,42862,Intl,169,11,49,42862.88889,42862.98264,18,2,1482,1774,1163
763,42861,Intl,169,11,49,42861.88889,42861.98264,103,2,1525,2665,1076
764,42860,Dome,175,49,37,42860.34028,42860.43056,126,2,768,1269,620
765,42861,Dome,175,49,37,42861.34028,42861.43056,124,2,1032,1936,904
766,42862,Dome,175,49,37,42862.34028,42862.43056,77,2,1127,1435,880
767,42863,Dome,175,49,37,42863.34028,42863.43056,121,2,629,706,487
768,42860,Dome,160,52,26,42860.51736,42860.62847,124,2,1218,1398,987
769,42861,Dome,160,52,26,42861.51736,42861.62847,130,2,569,1093,403
770,42860,Dome,162,32,26,42860.42708,42860.52778,141,2,977,1488,860
771,42862,Dome,162,32,26,42862.42708,42862.52778,134,2,753,1438,720
772,42863,Dome,162,32,26,42863.42708,42863.52778,136,2,951,1273,697
773,42862,Dome,160,52,26,42862.51736,42862.62847,141,2,861,1402,754
774,42863,Dome,160,52,26,42863.51736,42863.62847,141,2,788,1032,566
775,42860,Dome,173,49,46,42860.6875,42860.80208,42,1,681,1168,610
776,42861,Dome,173,49,46,42861.6875,42861.80208,30,1,1124,2128,798
777,42862,Dome,173,49,46,42862.6875,42862.80208,43,1,1678,2966,1593
778,42863,Dome,173,49,46,42863.6875,42863.80208,77,2,1333,2306,1254
779,42861,Dome,162,50,32,42861.32639,42861.38542,142,2,362,655,317
780,42860,Dome,175,37,44,42860.47222,42860.54861,126,2,450,464,425
781,42861,Dome,175,37,44,42861.47222,42861.54861,124,2,461,597,444
782,42862,Dome,175,37,44,42862.47222,42862.54861,77,2,687,888,666
783,42863,Dome,175,37,44,42863.47222,42863.54861,121,2,566,904,511
784,42860,Dome,161,26,52,42860.66319,42860.76389,124,2,725,1001,651
785,42862,Dome,161,26,52,42862.66319,42862.76389,141,2,635,978,551
786,42863,Dome,161,26,52,42863.66319,42863.76389,141,2,1031,1947,1010
787,42861,Dome,162,32,26,42861.42708,42861.52778,142,2,1407,2539,1080
788,42860,Dome,158,25,62,42860.35764,42860.45486,23,4,648,1051,638
789,42861,Dome,158,25,62,42861.35764,42861.45486,25,4,1305,2361,1124
790,42862,Dome,158,25,62,42862.35764,42862.45486,21,4,1454,1934,1185
791,42862,Dome,163,26,32,42862.55903,42862.65625,5,2,620,1045,481
792,42861,Dome,174,46,49,42861.84375,42861.96181,30,1,1407,1934,1156
793,42862,Dome,174,46,49,42862.84375,42862.96181,43,1,1742,2651,1653
794,42863,Dome,158,25,62,42863.35764,42863.45486,23,4,980,1471,961
795,42860,Dome,161,52,49,42860.8125,42860.87847,124,2,827,1321,605
796,42862,Dome,161,52,49,42862.8125,42862.87847,141,2,768,817,659
797,42863,Dome,161,52,49,42863.8125,42863.87847,141,2,448,507,362
798,42862,Dome,163,32,50,42862.69444,42862.75347,5,2,872,879,625
799,42860,Dome,174,46,49,42860.84375,42860.96181,42,1,1411,1637,1321
800,42863,Dome,163,26,32,42863.55903,42863.65625,124,2,547,989,460
801,42863,Dome,163,32,50,42863.69444,42863.75347,124,2,297,389,225
802,42863,Dome,174,46,49,42863.84375,42863.96181,77,2,762,925,746
803,42861,Dome,161,26,52,42861.66319,42861.76389,130,2,710,737,683
804,42860,Intl,164,49,11,42860.74306,42860.84722,90,2,1740,1747,1439
805,42861,Intl,164,49,11,42861.74306,42861.84722,103,2,1398,1609,1312
806,42862,Intl,164,49,11,42862.74306,42862.84722,18,2,1667,2224,1487
807,42863,Intl,164,49,11,42863.74306,42863.84722,90,2,1364,1761,957
808,42860,Intl,159,11,61,42860.49653,42860.60069,96,2,1756,2847,1389
809,42863,Intl,159,11,61,42863.49653,42863.60069,87,2,1659,2352,1281
810,42861,Dome,161,52,49,42861.8125,42861.87847,130,2,564,612,551
811,42860,Dome,163,26,32,42860.55903,42860.65625,136,2,895,1698,808
812,42860,Dome,163,32,50,42860.69444,42860.75347,136,2,445,453,312
813,42860,Dome,160,49,52,42860.40972,42860.47569,124,2,794,996,672
814,42861,Dome,160,49,52,42861.40972,42861.47569,130,2,822,1603,594
815,42862,Dome,160,49,52,42862.40972,42862.47569,141,2,889,897,662
816,42863,Dome,160,49,52,42863.40972,42863.47569,141,2,906,1806,775
817,42860,Dome,190,45,37,42860.74653,42860.82292,35,2,1016,1450,871
818,42862,Dome,190,45,37,42862.74653,42862.82292,54,2,835,1359,693
819,42860,Dome,178,46,43,42860.48958,42860.53819,94,2,647,686,465
820,42861,Dome,178,46,43,42861.48958,42861.53819,135,2,704,915,502
821,42862,Dome,178,46,43,42862.48958,42862.53819,114,2,622,1090,547
822,42863,Dome,178,46,43,42863.48958,42863.53819,63,2,283,467,259
823,42860,Dome,190,37,49,42860.86458,42860.95833,35,2,915,1654,806
824,42862,Dome,190,37,49,42862.86458,42862.95833,54,2,1025,1081,944
825,42861,Intl,176,50,20,42861.74653,42861.97917,12,2,3322,6576,2784
826,42860,Dome,196,38,43,42860.57986,42860.67014,36,2,786,1038,756
827,42861,Dome,196,38,43,42861.57986,42861.67014,41,1,870,1382,708
828,42862,Dome,196,38,43,42862.57986,42862.67014,35,2,951,1551,669
829,42863,Dome,196,38,43,42863.57986,42863.67014,86,2,1172,1390,868
830,42863,Dome,190,45,37,42863.74653,42863.82292,64,2,1080,1736,849
831,42863,Dome,190,37,49,42863.86458,42863.95833,64,2,895,1224,751
832,42862,Dome,177,44,37,42862.58333,42862.65278,77,2,950,1561,927
833,42862,Dome,177,37,49,42862.70139,42862.79514,77,2,1069,1741,1043
834,42861,Dome,179,43,46,42861.56944,42861.61806,135,2,612,881,469
835,42862,Dome,179,43,46,42862.56944,42862.61806,114,2,595,902,518
836,42863,Dome,179,43,46,42863.56944,42863.61806,63,2,265,484,192
837,42860,Intl,186,20,50,42860.35069,42860.56944,135,2,3352,4233,3331
838,42863,Intl,186,20,50,42863.35069,42863.56944,15,2,3267,3292,2417
839,42860,Dome,177,44,37,42860.58333,42860.65278,126,2,863,1415,859
840,42863,Dome,177,44,37,42863.58333,42863.65278,121,2,576,792,439
841,42860,Dome,177,37,49,42860.70139,42860.79514,126,2,1245,1483,963
842,42863,Dome,177,37,49,42863.70139,42863.79514,121,2,773,1020,543
843,42861,Dome,190,45,37,42861.74653,42861.82292,64,2,691,789,593
844,42861,Dome,179,46,50,42861.65972,42861.76736,135,2,923,1325,803
845,42862,Dome,179,46,50,42862.65972,42862.76736,114,2,1387,2181,978
846,42863,Dome,179,46,50,42863.65972,42863.76736,63,2,1291,1439,911
847,42860,Dome,189,49,37,42860.48264,42860.57986,35,2,600,749,494
848,42861,Dome,189,49,37,42861.48264,42861.57986,64,2,1028,1967,777
849,42862,Dome,189,49,37,42862.48264,42862.57986,54,2,971,1395,843
850,42863,Dome,189,49,37,42863.48264,42863.57986,64,2,1098,1177,1044
851,42861,Dome,190,37,49,42861.86806,42861.95833,64,2,974,1658,957
852,42860,Intl,192,49,21,42860.44097,42860.61806,6,2,2757,5172,2190
853,42863,Intl,192,49,21,42863.44097,42863.61806,11,2,2957,3094,2516
854,42861,Dome,177,44,37,42861.58333,42861.65278,124,2,1033,1286,919
855,42861,Dome,177,37,49,42861.70139,42861.79514,124,2,883,1315,824
856,42860,Dome,179,43,46,42860.56944,42860.61806,94,2,552,751,438
857,42860,Dome,179,46,50,42860.65972,42860.76736,94,2,670,849,515
858,42860,Dome,189,37,45,42860.62153,42860.71528,35,2,1129,1666,1037
859,42861,Dome,189,37,45,42861.62153,42861.71528,64,2,1365,2207,1195
860,42862,Dome,189,37,45,42862.62153,42862.71528,54,2,561,649,459
861,42863,Dome,189,37,45,42863.62153,42863.71528,64,2,1276,1628,1146
862,42860,Dome,196,49,38,42860.46181,42860.53125,36,2,635,1213,552
863,42861,Dome,196,49,38,42861.46181,42861.53125,41,1,461,605,358
864,42862,Dome,196,49,38,42862.46181,42862.53125,35,2,357,562,323
865,42863,Dome,196,49,38,42863.46181,42863.53125,86,2,414,681,337
866,42860,Dome,184,49,46,42860.35764,42860.47569,42,1,1369,1377,1251
867,42860,Dome,178,50,46,42860.32986,42860.44444,94,2,1718,2793,1583
868,42861,Dome,178,50,46,42861.32986,42861.44444,135,2,964,1896,712
869,42862,Dome,178,50,46,42862.32986,42862.44444,114,2,740,1468,585
870,42863,Dome,178,50,46,42863.32986,42863.44444,63,2,1137,2263,876
871,42861,Dome,184,49,46,42861.35764,42861.47569,103,2,1755,2292,1475
872,42862,Dome,184,49,46,42862.35764,42862.47569,43,1,1660,2265,1265
873,42863,Dome,184,49,46,42863.35764,42863.47569,49,2,687,743,598
874,42860,Dome,185,46,49,42860.52083,42860.63889,42,1,1743,1859,1645
875,42861,Dome,185,46,49,42861.52083,42861.63889,103,2,1626,1749,1591
876,42862,Dome,185,46,49,42862.52083,42862.63889,43,1,706,1151,554
877,42863,Dome,185,46,49,42863.52083,42863.63889,49,2,1530,2692,1194
878,42860,Dome,206,54,49,42860.86806,42860.96181,134,2,1011,1954,721
879,42860,Intl,199,21,49,42860.65972,42860.84028,6,2,3127,3760,2621
880,42863,Intl,199,21,49,42863.65972,42863.84028,11,2,2747,3139,2119
881,42862,Dome,206,54,49,42862.86806,42862.96181,49,2,720,1406,661
882,42862,Dome,210,44,38,42862.54861,42862.63889,65,2,990,1694,725
883,42862,Dome,210,38,50,42862.68056,42862.74306,65,2,416,577,364
884,42862,Dome,220,46,50,42862.88542,42863.00347,96,2,627,1052,546
885,42860,Dome,205,49,54,42860.28819,42860.38889,134,2,1014,1387,988
886,42862,Dome,205,49,54,42862.28819,42862.38889,130,2,985,1786,790
887,42860,Dome,220,46,50,42860.88542,42861.00347,117,2,996,1279,849
888,42863,Dome,220,46,50,42863.88542,42864.00347,135,2,847,1019,684
889,42863,Dome,210,44,38,42863.54861,42863.63889,96,2,780,1170,551
890,42860,Dome,207,49,46,42860.43056,42860.54514,58,2,1101,1974,773
891,42861,Dome,207,49,46,42861.43056,42861.54514,93,2,1576,2800,1186
892,42862,Dome,207,49,46,42862.43056,42862.54514,90,2,1563,2588,1172
893,42863,Dome,207,49,46,42863.43056,42863.54514,48,2,1487,2423,1043
894,42863,Dome,210,38,50,42863.68056,42863.74306,96,2,893,1184,867
895,42861,Dome,220,46,50,42861.88542,42862.00347,114,2,740,1172,598
896,42860,Dome,205,54,75,42860.42708,42860.61806,134,2,2438,3350,2247
897,42862,Dome,205,54,75,42862.42708,42862.61806,130,2,1397,1749,1359
898,42860,Dome,210,44,38,42860.54861,42860.63889,72,2,666,1068,639
899,42860,Dome,197,43,38,42860.70833,42860.79167,36,2,741,1419,674
900,42861,Dome,197,43,38,42861.70833,42861.79167,41,1,838,1273,659
901,42862,Dome,197,43,38,42862.70833,42862.79167,35,2,724,1177,667
902,42863,Dome,197,43,38,42863.70833,42863.79167,86,2,978,1222,713
903,42860,Dome,210,38,50,42860.68056,42860.74306,72,2,657,1200,465
904,42860,Dome,208,46,49,42860.59028,42860.70486,58,2,1357,2066,1260
905,42861,Dome,208,46,49,42861.59028,42861.70486,93,2,760,978,616
906,42862,Dome,208,46,49,42862.59028,42862.70486,90,2,1020,1544,901
907,42863,Dome,208,46,49,42863.59028,42863.70486,48,2,1215,2415,933
908,42860,Dome,219,50,46,42860.72569,42860.84028,117,2,1115,1209,851
909,42861,Dome,219,50,46,42861.72569,42861.84028,114,2,826,1251,806
910,42862,Dome,219,50,46,42862.72569,42862.84028,96,2,1024,1579,882
911,42863,Dome,219,50,46,42863.72569,42863.84028,135,2,1447,2252,1021
912,42860,Dome,206,75,54,42860.66319,42860.83681,134,2,1877,3198,1316
913,42862,Dome,206,75,54,42862.66319,42862.83681,49,2,2124,3477,2019
914,42860,Dome,197,38,49,42860.83333,42860.89931,36,2,880,1516,746
915,42861,Dome,197,38,49,42861.83333,42861.89931,41,1,638,913,459
916,42862,Dome,197,38,49,42862.83333,42862.89931,35,2,466,886,336
917,42863,Dome,197,38,49,42863.83333,42863.89931,86,2,391,603,289
918,42860,Dome,209,38,44,42860.41319,42860.50694,72,2,823,834,604
919,42862,Dome,209,38,44,42862.41319,42862.50694,65,2,517,736,397
920,42863,Dome,209,38,44,42863.41319,42863.50694,96,2,1249,2440,1006
921,42860,Dome,209,50,38,42860.30556,42860.37153,72,2,780,1410,609
922,42862,Dome,209,50,38,42862.30556,42862.37153,65,2,460,752,417
923,42863,Dome,209,50,38,42863.30556,42863.37153,96,2,722,889,537
924,42863,Dome,226,75,37,42863.43056,42863.58333,107,2,2079,2943,1964
925,42863,Dome,226,37,50,42863.63542,42863.71875,107,2,809,1503,764
926,42860,Dome,221,50,38,42860.47222,42860.54167,53,2,434,463,312
927,42861,Dome,221,50,38,42861.47222,42861.54167,78,2,385,521,294
928,42862,Dome,221,50,38,42862.47222,42862.54167,78,2,738,1332,523
929,42863,Dome,221,50,38,42863.47222,42863.54167,46,1,509,632,490
930,42860,Dome,224,75,38,42860.32986,42860.48958,68,2,1971,2623,1446
931,42860,Dome,224,38,49,42860.53125,42860.59375,68,2,315,591,296
932,42861,Dome,226,75,37,42861.43056,42861.58333,70,2,779,1040,774
933,42860,Dome,223,49,38,42860.70486,42860.78472,67,2,758,1436,738
934,42861,Dome,223,49,38,42861.71181,42861.78472,68,2,600,921,554
935,42862,Dome,223,49,38,42862.71181,42862.78472,107,2,960,1505,680
936,42863,Dome,223,49,38,42863.71181,42863.78472,67,2,1084,1195,859
937,42862,Dome,230,44,57,42862.67361,42862.77083,101,2,1020,1166,1020
938,42860,Dome,230,44,57,42860.67361,42860.77083,71,2,723,1256,594
939,42863,Dome,230,44,57,42863.67361,42863.77083,114,2,590,1160,549
940,42862,Dome,230,57,50,42862.8125,42862.87153,101,2,317,362,239
941,42861,Dome,226,37,50,42861.63542,42861.71875,70,2,495,900,486
942,42860,Dome,221,38,45,42860.58333,42860.68056,53,2,586,1164,509
943,42861,Dome,221,38,45,42861.58333,42861.68056,78,2,1108,1602,882
944,42862,Dome,221,38,45,42862.58333,42862.68056,78,2,1112,1711,852
945,42860,Dome,225,50,37,42860.66667,42860.75694,70,2,472,675,342
946,42861,Dome,225,50,37,42861.66667,42861.75694,71,2,900,1030,878
947,42862,Dome,225,50,37,42862.66667,42862.75694,69,2,985,1902,770
948,42863,Dome,225,50,37,42863.66667,42863.75694,68,2,661,791,539
949,42863,Dome,221,38,45,42863.58333,42863.68056,46,1,1212,2075,1162
950,42860,Dome,223,38,75,42860.83681,42861.01736,67,2,1005,1657,707
951,42861,Dome,223,38,75,42861.83681,42862.01736,68,2,2138,3189,1996
952,42862,Dome,223,38,75,42862.83681,42863.01736,107,2,1319,1970,1302
953,42863,Dome,223,38,75,42863.83681,42864.01736,67,2,2060,3461,2025
954,42860,Dome,229,50,57,42860.4375,42860.49653,71,2,656,1196,512
955,42861,Dome,229,50,57,42861.4375,42861.49653,55,2,439,864,326
956,42862,Dome,229,50,57,42862.4375,42862.49653,101,2,687,1045,532
957,42863,Dome,229,50,57,42863.4375,42863.49653,114,2,755,1484,539
958,42862,Dome,222,45,38,42862.71181,42862.79861,78,2,764,889,751
959,42860,Dome,225,37,75,42860.79861,42860.97569,70,2,2376,3577,2157
960,42861,Dome,225,37,75,42861.79861,42861.97569,71,2,2143,3532,1798
961,42862,Dome,225,37,75,42862.79861,42862.97569,69,2,1239,1810,962
962,42863,Dome,225,37,75,42863.79861,42863.97569,68,2,1286,1652,907
963,42863,Dome,224,75,38,42863.32986,42863.48958,69,2,850,1361,743
964,42862,Dome,222,38,50,42862.84028,42862.90278,78,2,862,1638,635
965,42863,Dome,224,38,49,42863.53125,42863.59375,69,2,882,1521,858
966,42860,Dome,229,57,44,42860.53819,42860.64236,71,2,1202,2254,892
967,42861,Dome,229,57,44,42861.53819,42861.64236,55,2,1180,1915,1037
968,42862,Dome,229,57,44,42862.53819,42862.64236,101,2,526,682,429
969,42863,Dome,229,57,44,42863.53819,42863.64236,114,2,1235,2085,957
970,42861,Dome,224,75,38,42861.32986,42861.48958,67,2,2088,2861,1855
971,42862,Dome,224,75,38,42862.32986,42862.48958,71,2,1494,2774,1051
972,42860,Dome,222,45,38,42860.71181,42860.79861,53,2,869,1611,705
973,42861,Dome,222,45,38,42861.71181,42861.79861,78,2,687,1041,535
974,42863,Dome,222,45,38,42863.71181,42863.79861,46,1,1128,2104,838
975,42860,Dome,226,75,37,42860.43056,42860.58333,66,2,2115,3216,1793
976,42862,Dome,226,75,37,42862.43056,42862.58333,68,2,1974,3085,1498
977,42860,Dome,226,37,50,42860.63542,42860.71875,66,2,757,1431,748
978,42862,Dome,226,37,50,42862.63542,42862.71875,68,2,620,887,550
979,42860,Dome,222,38,50,42860.84028,42860.90278,53,2,359,414,350
980,42861,Dome,222,38,50,42861.84028,42861.90278,78,2,669,1170,528
981,42863,Dome,222,38,50,42863.84028,42863.90278,46,1,485,815,411
982,42861,Dome,224,38,49,42861.53125,42861.59375,67,2,794,861,614
983,42862,Dome,224,38,49,42862.53125,42862.59375,71,2,891,1131,780
984,42860,Intl,246,21,49,42860.38889,42860.56597,19,2,2380,3803,2052
985,42862,Intl,246,21,49,42862.38889,42862.56597,115,2,2530,3839,1916
986,42860,Dome,244,36,62,42860.85764,42860.95486,10,2,781,1515,702
987,42861,Dome,244,36,62,42861.85764,42861.95486,37,2,659,765,595
988,42862,Dome,244,36,62,42862.85764,42862.95486,80,2,1342,2375,1041
989,42863,Dome,244,36,62,42863.85764,42863.95486,15,2,1224,2342,1144
990,42862,Dome,233,31,49,42862.91667,42862.97222,64,2,426,752,392
991,42860,Intl,246,49,78,42860.60764,42860.72569,19,2,1715,2661,1270
992,42862,Intl,246,49,78,42862.60764,42862.72569,115,2,1654,3051,1603
993,42860,Dome,252,50,31,42860.75347,42860.81944,78,2,588,875,464
994,42861,Dome,252,50,31,42861.75347,42861.81944,40,1,804,1194,565
995,42862,Dome,252,50,31,42862.75347,42862.81944,45,1,876,1020,769
996,42863,Dome,252,50,31,42863.75347,42863.81944,107,2,865,981,758
997,42860,Dome,233,31,49,42860.91667,42860.97222,7,2,813,1206,743
998,42863,Dome,233,31,49,42863.91667,42863.97222,103,2,288,539,210
999,42860,Dome,237,42,49,42860.51389,42860.59722,5,2,738,935,714
1000,42861,Dome,237,42,49,42861.51389,42861.59722,133,2,640,1164,572
1001,42862,Dome,237,42,49,42862.51389,42862.59722,132,2,993,1616,977
1002,42863,Dome,237,42,49,42863.51389,42863.59722,133,2,661,1145,577
1003,42860,Dome,250,50,31,42860.46528,42860.52778,26,3,332,506,294
1004,42861,Dome,250,50,31,42861.46528,42861.52778,44,1,559,981,392
1005,42862,Dome,250,50,31,42862.46528,42862.52778,99,2,360,679,282
1006,42863,Dome,250,50,31,42863.46528,42863.52778,47,2,843,941,759
1007,42861,Dome,233,31,49,42861.91667,42861.97222,43,1,382,606,306
1008,42860,Dome,253,31,50,42860.86458,42860.94097,78,2,889,982,794
1009,42862,Dome,253,31,50,42862.86458,42862.94097,45,1,1064,1474,874
1010,42863,Dome,253,31,50,42863.86458,42863.94097,107,2,843,1435,658
1011,42860,Dome,234,49,31,42860.29167,42860.35764,48,2,414,437,357
1012,42861,Dome,234,49,31,42861.29167,42861.35764,42,1,484,530,356
1013,42862,Dome,234,49,31,42862.29167,42862.35764,41,1,844,1390,760
1014,42863,Dome,234,49,31,42863.29167,42863.35764,35,2,605,756,454
1015,42860,Intl,239,78,49,42860.56944,42860.69097,13,2,1655,2313,1341
1016,42862,Intl,239,78,49,42862.56944,42862.69097,93,2,1835,2331,1689
1017,42860,Dome,251,31,50,42860.57639,42860.65278,26,3,475,544,361
1018,42861,Dome,251,31,50,42861.57639,42861.65278,44,1,436,756,404
1019,42862,Dome,251,31,50,42862.57639,42862.65278,99,2,511,620,391
1020,42863,Dome,251,31,50,42863.57639,42863.65278,47,2,661,1176,501
1021,42860,Dome,230,57,50,42860.8125,42860.87153,71,2,789,1245,650
1022,42863,Dome,230,57,50,42863.8125,42863.875,114,2,555,781,524
1023,42860,Intl,239,49,21,42860.73264,42860.91667,13,2,3133,6194,2887
1024,42862,Intl,239,49,21,42862.73264,42862.91667,93,2,2707,3532,2199
1025,42860,Dome,235,31,49,42860.40278,42860.46528,48,2,390,769,299
1026,42863,Dome,235,31,49,42863.40278,42863.46528,35,2,659,947,499
1027,42860,Dome,243,62,36,42860.70486,42860.81597,10,2,1040,1054,1033
1028,42861,Dome,243,62,36,42861.70486,42861.81597,37,2,1540,2548,1303
1029,42862,Dome,243,62,36,42862.70486,42862.81597,80,2,1319,2456,935
1030,42863,Dome,243,62,36,42863.70486,42863.81597,15,2,773,789,765
1031,42861,Dome,230,44,57,42861.67361,42861.77083,55,2,677,979,599
1032,42861,Dome,230,57,50,42861.8125,42861.87153,55,2,833,859,707
1033,42862,Dome,235,31,49,42862.40278,42862.46528,41,1,651,1246,579
1034,42860,Dome,232,49,31,42860.79514,42860.85417,7,2,528,1048,444
1035,42861,Dome,232,49,31,42861.79514,42861.85417,43,1,478,954,406
1036,42862,Dome,232,49,31,42862.79514,42862.85417,64,2,518,714,502
1037,42863,Dome,232,49,31,42863.79514,42863.85417,103,2,829,1467,775
1038,42861,Dome,235,31,49,42861.40278,42861.46528,42,1,782,1173,565
1039,42860,Dome,236,49,42,42860.69097,42860.78125,133,2,658,666,514
1040,42861,Dome,236,49,42,42861.69097,42861.78125,132,2,562,1078,493
1041,42862,Dome,236,49,42,42862.69097,42862.78125,133,2,789,1149,695
1042,42863,Dome,236,49,42,42863.69097,42863.78125,1,2,1037,1471,885
1043,42860,Dome,261,49,31,42860.49653,42860.55903,54,2,860,1257,816
1044,42861,Dome,261,49,31,42861.5,42861.55903,42,1,337,379,287
1045,42862,Dome,261,49,31,42862.49653,42862.55903,107,2,582,995,433
1046,42863,Dome,261,49,31,42863.5,42863.55903,7,2,792,822,748
1047,42860,Dome,264,38,49,42860.44792,42860.51042,91,2,461,660,436
1048,42861,Dome,264,38,49,42861.44792,42861.51042,81,2,486,689,454
1049,42863,Dome,264,38,49,42863.44792,42863.51042,41,1,894,1109,751
1050,42861,Dome,267,36,50,42861.59028,42861.65278,38,2,887,1341,870
1051,42860,Dome,256,50,31,42860.33333,42860.39931,40,1,682,932,674
1052,42861,Dome,256,50,31,42861.33333,42861.39931,33,1,650,1143,589
1053,42862,Dome,256,50,31,42862.33333,42862.39931,46,1,649,686,607
1054,42863,Dome,256,50,31,42863.33333,42863.39931,33,1,547,902,444
1055,42860,Dome,259,50,34,42860.62847,42860.72917,127,2,856,1355,674
1056,42861,Dome,259,50,34,42861.62847,42861.72917,137,2,1204,1786,1170
1057,42862,Dome,259,50,34,42862.62847,42862.72917,4,2,1005,1795,786
1058,42863,Dome,259,50,34,42863.62847,42863.72917,120,2,665,669,498
1059,42863,Intl,265,16,49,42863.73611,42863.87153,127,2,1994,3132,1757
1060,42860,Intl,257,49,16,42860.57639,42860.71875,88,2,2312,3874,1877
1061,42862,Intl,257,49,16,42862.52083,42862.65625,84,2,2221,2694,1565
1062,42861,Intl,265,16,49,42861.73611,42861.87153,9,2,2277,3979,1689
1063,42862,Dome,262,31,49,42862.60417,42862.66319,107,2,548,794,521
1064,42862,Intl,265,16,49,42862.70486,42862.84375,84,2,2067,2217,1575
1065,42861,Intl,257,49,16,42861.55208,42861.69444,9,2,2248,2323,1963
1066,42863,Intl,257,49,16,42863.55208,42863.69444,127,2,2089,3709,1859
1067,42860,Dome,260,34,50,42860.76389,42860.85069,127,2,681,926,477
1068,42861,Dome,260,34,50,42861.76389,42861.85069,137,2,1074,1196,796
1069,42862,Dome,260,34,50,42862.76389,42862.85069,4,2,1268,1711,1195
1070,42863,Dome,260,34,50,42863.76389,42863.85069,120,2,1141,2061,885
1071,42860,Intl,265,16,49,42860.77431,42860.91319,88,2,2044,2998,1596
1072,42860,Dome,262,31,49,42860.60417,42860.66319,54,2,665,817,620
1073,42861,Dome,262,31,49,42861.60417,42861.66667,42,1,648,987,633
1074,42863,Dome,262,31,49,42863.60417,42863.66667,7,2,381,401,358
1075,42860,Dome,266,50,36,42860.30903,42860.36458,37,2,521,785,444
1076,42861,Dome,266,50,36,42861.30903,42861.36458,69,2,733,964,518
1077,42862,Dome,266,50,36,42862.30903,42862.36458,135,2,314,364,289
1078,42863,Dome,266,50,36,42863.30903,42863.36458,55,2,596,835,502
1079,42860,Dome,258,31,50,42860.45486,42860.52431,40,1,1000,1769,771
1080,42862,Dome,258,31,50,42862.45486,42862.52431,46,1,353,431,313
1081,42863,Dome,258,31,50,42863.45486,42863.52431,33,1,872,1397,636
1082,42860,Dome,260,50,27,42860.88194,42860.98958,127,2,881,989,877
1083,42861,Dome,260,50,27,42861.88194,42861.98958,137,2,1375,2354,1224
